实验名称,检测方法,模板文件,模板分区,字段位置,字段名称,原模板内容,输入类型,字段键
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,填写说明：每个实测值单位为mm，保留三位小数；“固定端/中点/自由端”各3个测点；每个试样重复测量3次。截面平均、重复平均和总平均可由电子表自动计算或人工计算后填写。,表5-R17C11,表5第17行第11列,,text,t4_r16_c10
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,填写说明：每个实测值单位为mm，保留三位小数；“固定端/中点/自由端”各3个测点；每个试样重复测量3次。截面平均、重复平均和总平均可由电子表自动计算或人工计算后填写。,表5-R17C12,表5第17行第12列,,text,t4_r16_c11
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,填写说明：每个实测值单位为mm，保留三位小数；“固定端/中点/自由端”各3个测点；每个试样重复测量3次。截面平均、重复平均和总平均可由电子表自动计算或人工计算后填写。,表5-R17C13,表5第17行第13列,,text,t4_r16_c12
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,填写说明：每个实测值单位为mm，保留三位小数；“固定端/中点/自由端”各3个测点；每个试样重复测量3次。截面平均、重复平均和总平均可由电子表自动计算或人工计算后填写。,表5-R17C14,表5第17行第14列,,text,t4_r16_c13
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,填写说明：每个实测值单位为mm，保留三位小数；“固定端/中点/自由端”各3个测点；每个试样重复测量3次。截面平均、重复平均和总平均可由电子表自动计算或人工计算后填写。,表5-R17C15,表5第17行第15列,,text,t4_r16_c14
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,填写说明：每个实测值单位为mm，保留三位小数；“固定端/中点/自由端”各3个测点；每个试样重复测量3次。截面平均、重复平均和总平均可由电子表自动计算或人工计算后填写。,表5-R17C16,表5第17行第16列,,text,t4_r16_c15
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,填写说明：每个实测值单位为mm，保留三位小数；“固定端/中点/自由端”各3个测点；每个试样重复测量3次。截面平均、重复平均和总平均可由电子表自动计算或人工计算后填写。,表5-R17C17,表5第17行第17列,,text,t4_r16_c16
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,填写说明：每个实测值单位为mm，保留三位小数；“固定端/中点/自由端”各3个测点；每个试样重复测量3次。截面平均、重复平均和总平均可由电子表自动计算或人工计算后填写。,表5-R17C18,表5第17行第18列,,text,t4_r16_c17
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,填写说明：每个实测值单位为mm，保留三位小数；“固定端/中点/自由端”各3个测点；每个试样重复测量3次。截面平均、重复平均和总平均可由电子表自动计算或人工计算后填写。,表5-R18C1,厚度测量原始数据（单位：mm）（第17条）,,text,t4_r17_c0
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,填写说明：每个实测值单位为mm，保留三位小数；“固定端/中点/自由端”各3个测点；每个试样重复测量3次。截面平均、重复平均和总平均可由电子表自动计算或人工计算后填写。,表5-R18C2,表5第18行第2列,,text,t4_r17_c1
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,填写说明：每个实测值单位为mm，保留三位小数；“固定端/中点/自由端”各3个测点；每个试样重复测量3次。截面平均、重复平均和总平均可由电子表自动计算或人工计算后填写。,表5-R18C3,表5第18行第3列,,text,t4_r17_c2
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,填写说明：每个实测值单位为mm，保留三位小数；“固定端/中点/自由端”各3个测点；每个试样重复测量3次。截面平均、重复平均和总平均可由电子表自动计算或人工计算后填写。,表5-R18C4,表5第18行第4列,,text,t4_r17_c3
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,填写说明：每个实测值单位为mm，保留三位小数；“固定端/中点/自由端”各3个测点；每个试样重复测量3次。截面平均、重复平均和总平均可由电子表自动计算或人工计算后填写。,表5-R18C5,表5第18行第5列,,text,t4_r17_c4
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,填写说明：每个实测值单位为mm，保留三位小数；“固定端/中点/自由端”各3个测点；每个试样重复测量3次。截面平均、重复平均和总平均可由电子表自动计算或人工计算后填写。,表5-R18C6,表5第18行第6列,,text,t4_r17_c5
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,填写说明：每个实测值单位为mm，保留三位小数；“固定端/中点/自由端”各3个测点；每个试样重复测量3次。截面平均、重复平均和总平均可由电子表自动计算或人工计算后填写。,表5-R18C7,表5第18行第7列,,text,t4_r17_c6
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,填写说明：每个实测值单位为mm，保留三位小数；“固定端/中点/自由端”各3个测点；每个试样重复测量3次。截面平均、重复平均和总平均可由电子表自动计算或人工计算后填写。,表5-R18C8,表5第18行第8列,,text,t4_r17_c7
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,填写说明：每个实测值单位为mm，保留三位小数；“固定端/中点/自由端”各3个测点；每个试样重复测量3次。截面平均、重复平均和总平均可由电子表自动计算或人工计算后填写。,表5-R18C9,表5第18行第9列,,text,t4_r17_c8
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,填写说明：每个实测值单位为mm，保留三位小数；“固定端/中点/自由端”各3个测点；每个试样重复测量3次。截面平均、重复平均和总平均可由电子表自动计算或人工计算后填写。,表5-R18C10,表5第18行第10列,,text,t4_r17_c9
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,填写说明：每个实测值单位为mm，保留三位小数；“固定端/中点/自由端”各3个测点；每个试样重复测量3次。截面平均、重复平均和总平均可由电子表自动计算或人工计算后填写。,表5-R18C11,表5第18行第11列,,text,t4_r17_c10
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,填写说明：每个实测值单位为mm，保留三位小数；“固定端/中点/自由端”各3个测点；每个试样重复测量3次。截面平均、重复平均和总平均可由电子表自动计算或人工计算后填写。,表5-R18C12,表5第18行第12列,,text,t4_r17_c11
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,填写说明：每个实测值单位为mm，保留三位小数；“固定端/中点/自由端”各3个测点；每个试样重复测量3次。截面平均、重复平均和总平均可由电子表自动计算或人工计算后填写。,表5-R18C13,表5第18行第13列,,text,t4_r17_c12
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,填写说明：每个实测值单位为mm，保留三位小数；“固定端/中点/自由端”各3个测点；每个试样重复测量3次。截面平均、重复平均和总平均可由电子表自动计算或人工计算后填写。,表5-R18C14,表5第18行第14列,,text,t4_r17_c13
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,填写说明：每个实测值单位为mm，保留三位小数；“固定端/中点/自由端”各3个测点；每个试样重复测量3次。截面平均、重复平均和总平均可由电子表自动计算或人工计算后填写。,表5-R18C15,表5第18行第15列,,text,t4_r17_c14
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,填写说明：每个实测值单位为mm，保留三位小数；“固定端/中点/自由端”各3个测点；每个试样重复测量3次。截面平均、重复平均和总平均可由电子表自动计算或人工计算后填写。,表5-R18C16,表5第18行第16列,,text,t4_r17_c15
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,填写说明：每个实测值单位为mm，保留三位小数；“固定端/中点/自由端”各3个测点；每个试样重复测量3次。截面平均、重复平均和总平均可由电子表自动计算或人工计算后填写。,表5-R18C17,表5第18行第17列,,text,t4_r17_c16
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,填写说明：每个实测值单位为mm，保留三位小数；“固定端/中点/自由端”各3个测点；每个试样重复测量3次。截面平均、重复平均和总平均可由电子表自动计算或人工计算后填写。,表5-R18C18,表5第18行第18列,,text,t4_r17_c17
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R2C1,试样编号（第1条）,,text,t5_r1_c0
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R2C2,设计厚度/mm（第1条）,,text,t5_r1_c1
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R2C3,固定端总平均/mm（第1条）,,text,t5_r1_c2
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R2C4,中点总平均/mm（第1条）,,text,t5_r1_c3
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R2C5,自由端总平均/mm（第1条）,,text,t5_r1_c4
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R2C6,试样总平均/mm（第1条）,,text,t5_r1_c5
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R2C7,尺寸偏差/mm（第1条）,,text,t5_r1_c6
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R2C9,判定结果（第1条）,□符合 □不符合,checkbox,t5_r1_c8
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R2C10,备注（第1条）,,text,t5_r1_c9
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R3C1,试样编号（第2条）,,text,t5_r2_c0
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R3C2,设计厚度/mm（第2条）,,text,t5_r2_c1
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R3C3,固定端总平均/mm（第2条）,,text,t5_r2_c2
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R3C4,中点总平均/mm（第2条）,,text,t5_r2_c3
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R3C5,自由端总平均/mm（第2条）,,text,t5_r2_c4
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R3C6,试样总平均/mm（第2条）,,text,t5_r2_c5
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R3C7,尺寸偏差/mm（第2条）,,text,t5_r2_c6
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R3C9,判定结果（第2条）,□符合 □不符合,checkbox,t5_r2_c8
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R3C10,备注（第2条）,,text,t5_r2_c9
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R4C1,试样编号（第3条）,,text,t5_r3_c0
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R4C2,设计厚度/mm（第3条）,,text,t5_r3_c1
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R4C3,固定端总平均/mm（第3条）,,text,t5_r3_c2
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R4C4,中点总平均/mm（第3条）,,text,t5_r3_c3
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R4C5,自由端总平均/mm（第3条）,,text,t5_r3_c4
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R4C6,试样总平均/mm（第3条）,,text,t5_r3_c5
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R4C7,尺寸偏差/mm（第3条）,,text,t5_r3_c6
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R4C9,判定结果（第3条）,□符合 □不符合,checkbox,t5_r3_c8
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R4C10,备注（第3条）,,text,t5_r3_c9
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R5C1,试样编号（第4条）,,text,t5_r4_c0
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R5C2,设计厚度/mm（第4条）,,text,t5_r4_c1
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R5C3,固定端总平均/mm（第4条）,,text,t5_r4_c2
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R5C4,中点总平均/mm（第4条）,,text,t5_r4_c3
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R5C5,自由端总平均/mm（第4条）,,text,t5_r4_c4
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R5C6,试样总平均/mm（第4条）,,text,t5_r4_c5
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R5C7,尺寸偏差/mm（第4条）,,text,t5_r4_c6
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R5C9,判定结果（第4条）,□符合 □不符合,checkbox,t5_r4_c8
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R5C10,备注（第4条）,,text,t5_r4_c9
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R6C1,试样编号（第5条）,,text,t5_r5_c0
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R6C2,设计厚度/mm（第5条）,,text,t5_r5_c1
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R6C3,固定端总平均/mm（第5条）,,text,t5_r5_c2
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R6C4,中点总平均/mm（第5条）,,text,t5_r5_c3
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R6C5,自由端总平均/mm（第5条）,,text,t5_r5_c4
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R6C6,试样总平均/mm（第5条）,,text,t5_r5_c5
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R6C7,尺寸偏差/mm（第5条）,,text,t5_r5_c6
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R6C9,判定结果（第5条）,□符合 □不符合,checkbox,t5_r5_c8
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R6C10,备注（第5条）,,text,t5_r5_c9
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,六、计算与结果判定汇总,表6-R7C3,固定端总平均/mm（第6条）,□全部符合 □存在不符合 □需复测/技术评审 □不适用（说明：____________________________）,checkbox,t5_r6_c2
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R2C1,序号（第1条）,,text,t6_r1_c0
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R2C2,异常/偏离项目（第1条）,,text,t6_r1_c1
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R2C3,发生情况描述（第1条）,,text,t6_r1_c2
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R2C4,原因分析（第1条）,,text,t6_r1_c3
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R2C5,处理措施（第1条）,,text,t6_r1_c4
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R2C6,是否复测（第1条）,□是 □否,checkbox,t6_r1_c5
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R2C7,确认人/日期（第1条）,,text,t6_r1_c6
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R3C1,序号（第2条）,,text,t6_r2_c0
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R3C2,异常/偏离项目（第2条）,,text,t6_r2_c1
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R3C3,发生情况描述（第2条）,,text,t6_r2_c2
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R3C4,原因分析（第2条）,,text,t6_r2_c3
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R3C5,处理措施（第2条）,,text,t6_r2_c4
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R3C6,是否复测（第2条）,□是 □否,checkbox,t6_r2_c5
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R3C7,确认人/日期（第2条）,,text,t6_r2_c6
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R4C1,序号（第3条）,,text,t6_r3_c0
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R4C2,异常/偏离项目（第3条）,,text,t6_r3_c1
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R4C3,发生情况描述（第3条）,,text,t6_r3_c2
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R4C4,原因分析（第3条）,,text,t6_r3_c3
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R4C5,处理措施（第3条）,,text,t6_r3_c4
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R4C6,是否复测（第3条）,□是 □否,checkbox,t6_r3_c5
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R4C7,确认人/日期（第3条）,,text,t6_r3_c6
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R5C1,序号（第4条）,,text,t6_r4_c0
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R5C2,异常/偏离项目（第4条）,,text,t6_r4_c1
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R5C3,发生情况描述（第4条）,,text,t6_r4_c2
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R5C4,原因分析（第4条）,,text,t6_r4_c3
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R5C5,处理措施（第4条）,,text,t6_r4_c4
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R5C6,是否复测（第4条）,□是 □否,checkbox,t6_r4_c5
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R5C7,确认人/日期（第4条）,,text,t6_r4_c6
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R6C1,序号（第5条）,,text,t6_r5_c0
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R6C2,异常/偏离项目（第5条）,,text,t6_r5_c1
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R6C3,发生情况描述（第5条）,,text,t6_r5_c2
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R6C4,原因分析（第5条）,,text,t6_r5_c3
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R6C5,处理措施（第5条）,,text,t6_r5_c4
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R6C6,是否复测（第5条）,□是 □否,checkbox,t6_r5_c5
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,七、异常、偏离与复测记录,表7-R6C7,确认人/日期（第5条）,,text,t6_r5_c6
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R2C3,影像测量仪测量原始图像/截图,,text,t7_r1_c2
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R2C4,是否归档（第1条）,□是 □否,checkbox,t7_r1_c3
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R2C5,归档人（第1条）,,text,t7_r1_c4
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R2C6,备注（第1条）,,text,t7_r1_c5
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R3C3,电子数据文件/导出报告,,text,t7_r2_c2
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R3C4,是否归档（第2条）,□是 □否,checkbox,t7_r2_c3
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R3C5,归档人（第2条）,,text,t7_r2_c4
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R3C6,备注（第2条）,,text,t7_r2_c5
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R4C3,标准量块校准/核查记录,,text,t7_r3_c2
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R4C4,是否归档（第3条）,□是 □否,checkbox,t7_r3_c3
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R4C5,归档人（第3条）,,text,t7_r3_c4
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R4C6,备注（第3条）,,text,t7_r3_c5
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R5C3,环境温湿度记录,,text,t7_r4_c2
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R5C4,是否归档（第4条）,□是 □否,checkbox,t7_r4_c3
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R5C5,归档人（第4条）,,text,t7_r4_c4
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R5C6,备注（第4条）,,text,t7_r4_c5
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R6C3,设备校准证书/期间核查记录,,text,t7_r5_c2
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R6C4,是否归档（第5条）,□是 □否,checkbox,t7_r5_c3
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R6C5,归档人（第5条）,,text,t7_r5_c4
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R6C6,备注（第5条）,,text,t7_r5_c5
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R7C2,附件/记录名称（第6条）,其他：__________,text,t7_r6_c1
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R7C3,文件编号/路径（第6条）,,text,t7_r6_c2
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R7C4,是否归档（第6条）,□是 □否,checkbox,t7_r6_c3
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R7C5,归档人（第6条）,,text,t7_r6_c4
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R7C6,备注（第6条）,,text,t7_r6_c5
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R8C2,检测人员,,text,t7_r7_c1
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R8C4,是否归档（第7条）,____ 年__ 月__ 日,date,t7_r7_c3
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R8C6,签 字,,text,t7_r7_c5
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R9C2,核验人员,,text,t7_r8_c1
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R9C4,是否归档（第8条）,____ 年__ 月__ 日,date,t7_r8_c3
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R9C6,签 字,,text,t7_r8_c5
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R10C2,技术负责人/授权签字人（如适用）,,text,t7_r9_c1
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R10C4,是否归档（第9条）,____ 年__ 月__ 日,date,t7_r9_c3
增材制造金属试样厚度测量,YY/T 1702,RECORD_R013_THICKNESS.docx,八、附件归档与人员签字,表8-R10C6,签 字,,text,t7_r9_c5
